#Sección,b,Dirección General,d,Grupo de Función,f,Función,h,Programa,j,Capítulo,l,Artículo,n,Concepto,p,Subconcepto,r,Obligado
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,53,INFRAESTRUCTURAS AGRARIAS,531A,REGADÍOS Y EXPLOTACIONES AGRARIAS,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12000,Sueldos del Grupo A1 y A,46552.24
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,53,INFRAESTRUCTURAS AGRARIAS,531A,REGADÍOS Y EXPLOTACIONES AGRARIAS,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12001,Sueldos del Grupo A2 y B,26174.49
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,53,INFRAESTRUCTURAS AGRARIAS,531A,REGADÍOS Y EXPLOTACIONES AGRARIAS,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12002,Sueldos del Grupo C1 y C,
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,53,INFRAESTRUCTURAS AGRARIAS,531A,REGADÍOS Y EXPLOTACIONES AGRARIAS,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12003,Sueldos del Grupo C2 y D,5492.05
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,53,INFRAESTRUCTURAS AGRARIAS,531A,REGADÍOS Y EXPLOTACIONES AGRARIAS,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12007,Func interinos temporales,25532.8
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,53,INFRAESTRUCTURAS AGRARIAS,531A,REGADÍOS Y EXPLOTACIONES AGRARIAS,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12008,Antigüedad,14613.14
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,53,INFRAESTRUCTURAS AGRARIAS,531A,REGADÍOS Y EXPLOTACIONES AGRARIAS,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12100,Complemento de destino,46926.83
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,53,INFRAESTRUCTURAS AGRARIAS,531A,REGADÍOS Y EXPLOTACIONES AGRARIAS,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12101,Complementos específicos,85023.21
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,53,INFRAESTRUCTURAS AGRARIAS,531A,REGADÍOS Y EXPLOTACIONES AGRARIAS,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12102,Otros complementos,861.96
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,53,INFRAESTRUCTURAS AGRARIAS,531A,REGADÍOS Y EXPLOTACIONES AGRARIAS,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12107,Funcionarios interinos para programas te,27202.43
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,53,INFRAESTRUCTURAS AGRARIAS,531A,REGADÍOS Y EXPLOTACIONES AGRARIAS,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12148,Complemento por Incapacidad Temporal,2003.59
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,53,INFRAESTRUCTURAS AGRARIAS,531A,REGADÍOS Y EXPLOTACIONES AGRARIAS,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),130,Retrib bás person laboral,13003,Sueldos del grupo IV,14119.27
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,53,INFRAESTRUCTURAS AGRARIAS,531A,REGADÍOS Y EXPLOTACIONES AGRARIAS,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),130,Retrib bás person laboral,13004,Sueldos del grupo V,5404.43
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,53,INFRAESTRUCTURAS AGRARIAS,531A,REGADÍOS Y EXPLOTACIONES AGRARIAS,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),130,Retrib bás person laboral,13008,Antigüedad,1042.06
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,53,INFRAESTRUCTURAS AGRARIAS,531A,REGADÍOS Y EXPLOTACIONES AGRARIAS,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),131,Retrib compl pers laboral,13101,Complementos específicos,622.04
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,53,INFRAESTRUCTURAS AGRARIAS,531A,REGADÍOS Y EXPLOTACIONES AGRARIAS,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),131,Retrib compl pers laboral,13102,Otros complementos,528.51
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,53,INFRAESTRUCTURAS AGRARIAS,531A,REGADÍOS Y EXPLOTACIONES AGRARIAS,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),131,Retrib compl pers laboral,13148,Complemento por Incapacidad Temporal,2584
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,53,INFRAESTRUCTURAS AGRARIAS,531A,REGADÍOS Y EXPLOTACIONES AGRARIAS,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16000,Seguridad Social,82891.07
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,53,INFRAESTRUCTURAS AGRARIAS,531A,REGADÍOS Y EXPLOTACIONES AGRARIAS,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16001,Otras,8873.82
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,53,INFRAESTRUCTURAS AGRARIAS,531A,REGADÍOS Y EXPLOTACIONES AGRARIAS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22605,Remun agentes med indep,392.55
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,53,INFRAESTRUCTURAS AGRARIAS,531A,REGADÍOS Y EXPLOTACIONES AGRARIAS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22606,"Reuniones, confer y curs",2835.29
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,53,INFRAESTRUCTURAS AGRARIAS,531A,REGADÍOS Y EXPLOTACIONES AGRARIAS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22610,Indemnizaciones stcs y resoluciones adm,
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,53,INFRAESTRUCTURAS AGRARIAS,531A,REGADÍOS Y EXPLOTACIONES AGRARIAS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22611,Compensación gastos de representación,1079.4
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,53,INFRAESTRUCTURAS AGRARIAS,531A,REGADÍOS Y EXPLOTACIONES AGRARIAS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22615,Otras actuaciones de divulgación y promo,
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,53,INFRAESTRUCTURAS AGRARIAS,531A,REGADÍOS Y EXPLOTACIONES AGRARIAS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",227,Trab real ot empres y pro,22706,Estudios y trabajos técn,
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,53,INFRAESTRUCTURAS AGRARIAS,531A,REGADÍOS Y EXPLOTACIONES AGRARIAS,4,TRANSFERENCIAS CORRIENTES,42,A EE.PP. DE JCCM,422,A Universidades públicas,42201,UCLM. Gastos en Investigación y Desarrol,
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,53,INFRAESTRUCTURAS AGRARIAS,531A,REGADÍOS Y EXPLOTACIONES AGRARIAS,4,TRANSFERENCIAS CORRIENTES,43,"A LA A.E., OO.AA. Y OTROS",430,"A AA.EE, OO.AA, empr púb",43000,"A AA.EE, OO.AA, empr púb",
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,53,INFRAESTRUCTURAS AGRARIAS,531A,REGADÍOS Y EXPLOTACIONES AGRARIAS,4,TRANSFERENCIAS CORRIENTES,47,A EMPRESAS PRIVADAS,470,A empresas privadas,47000,A empresas privadas,
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,53,INFRAESTRUCTURAS AGRARIAS,531A,REGADÍOS Y EXPLOTACIONES AGRARIAS,6,INVERSIONES REALES,69,INVERSIÓN GESTIONADA PARA OTROS ENTES PÚ,690,Invers nueva gestionada para otros entes,69000,Invers nueva gestionada para otros entes,
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,53,INFRAESTRUCTURAS AGRARIAS,531A,REGADÍOS Y EXPLOTACIONES AGRARIAS,7,TRANSFERENCIAS DE CAPITAL,73,"A LA A.E., OO.AA.Y OTROS",730,"A AA.EE, OO.AA, empr púb",73000,"A AA.EE, OO.AA, empr púb",
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,53,INFRAESTRUCTURAS AGRARIAS,531A,REGADÍOS Y EXPLOTACIONES AGRARIAS,7,TRANSFERENCIAS DE CAPITAL,76,A CORPORACIONES LOCALES,760,A corporaciones locales,76090,Subvenciones y ayudas en especie,
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,53,INFRAESTRUCTURAS AGRARIAS,531A,REGADÍOS Y EXPLOTACIONES AGRARIAS,7,TRANSFERENCIAS DE CAPITAL,77,A EMPRESAS PRIVADAS,770,A empresas privadas,77000,A empresas privadas,12611896.94
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,53,INFRAESTRUCTURAS AGRARIAS,531A,REGADÍOS Y EXPLOTACIONES AGRARIAS,7,TRANSFERENCIAS DE CAPITAL,77,A EMPRESAS PRIVADAS,773,En mat agrapecu y medioam,7731N,Jóvenes agricultores,14083800
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,53,INFRAESTRUCTURAS AGRARIAS,531A,REGADÍOS Y EXPLOTACIONES AGRARIAS,7,TRANSFERENCIAS DE CAPITAL,77,A EMPRESAS PRIVADAS,773,En mat agrapecu y medioam,7731O,Mejora de las explotaciones,
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,53,INFRAESTRUCTURAS AGRARIAS,531A,REGADÍOS Y EXPLOTACIONES AGRARIAS,7,TRANSFERENCIAS DE CAPITAL,78,A FAMILIAS E INSTIT. SFL,780,A familias e instit sfl,78000,A familias e instit sfl,
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, MEDIO AMBIENTE Y DESARROLLO",717A,PROMOCIÓN Y DESARROLLO RURAL,1,GASTOS DE PERSONAL,10,ALTOS CARGOS,100,Retr bás y ot rem alt car,10000,Retribuciones básicas,39708.48
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, MEDIO AMBIENTE Y DESARROLLO",717A,PROMOCIÓN Y DESARROLLO RURAL,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12000,Sueldos del Grupo A1 y A,61422.14
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, MEDIO AMBIENTE Y DESARROLLO",717A,PROMOCIÓN Y DESARROLLO RURAL,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12001,Sueldos del Grupo A2 y B,42330.76
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, MEDIO AMBIENTE Y DESARROLLO",717A,PROMOCIÓN Y DESARROLLO RURAL,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12003,Sueldos del Grupo C2 y D,21944.57
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, MEDIO AMBIENTE Y DESARROLLO",717A,PROMOCIÓN Y DESARROLLO RURAL,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12007,Func interinos temporales,62331.44
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, MEDIO AMBIENTE Y DESARROLLO",717A,PROMOCIÓN Y DESARROLLO RURAL,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12008,Antigüedad,28821.56
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, MEDIO AMBIENTE Y DESARROLLO",717A,PROMOCIÓN Y DESARROLLO RURAL,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12009,Sustituciones,1847.61
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, MEDIO AMBIENTE Y DESARROLLO",717A,PROMOCIÓN Y DESARROLLO RURAL,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12100,Complemento de destino,82983.28
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, MEDIO AMBIENTE Y DESARROLLO",717A,PROMOCIÓN Y DESARROLLO RURAL,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12101,Complementos específicos,154780.86
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, MEDIO AMBIENTE Y DESARROLLO",717A,PROMOCIÓN Y DESARROLLO RURAL,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12102,Otros complementos,20.6
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, MEDIO AMBIENTE Y DESARROLLO",717A,PROMOCIÓN Y DESARROLLO RURAL,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12107,Funcionarios interinos para programas te,69337.54
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, MEDIO AMBIENTE Y DESARROLLO",717A,PROMOCIÓN Y DESARROLLO RURAL,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12109,Sustituciones,3453.8
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, MEDIO AMBIENTE Y DESARROLLO",717A,PROMOCIÓN Y DESARROLLO RURAL,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12148,Complemento por Incapacidad Temporal,1800.85
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, MEDIO AMBIENTE Y DESARROLLO",717A,PROMOCIÓN Y DESARROLLO RURAL,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16000,Seguridad Social,155928.85
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, MEDIO AMBIENTE Y DESARROLLO",717A,PROMOCIÓN Y DESARROLLO RURAL,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16001,Otras,380.57
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, MEDIO AMBIENTE Y DESARROLLO",717A,PROMOCIÓN Y DESARROLLO RURAL,4,TRANSFERENCIAS CORRIENTES,42,A EE.PP. DE JCCM,422,A Universidades públicas,42204,UCLM. Observatorio y otras actuaciones,
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, MEDIO AMBIENTE Y DESARROLLO",717A,PROMOCIÓN Y DESARROLLO RURAL,4,TRANSFERENCIAS CORRIENTES,48,A FAMILIAS E INST. SFL,480,A familias e instit sfl,48000,A familias e instit sfl,
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, MEDIO AMBIENTE Y DESARROLLO",717A,PROMOCIÓN Y DESARROLLO RURAL,4,TRANSFERENCIAS CORRIENTES,48,A FAMILIAS E INST. SFL,480,A familias e instit sfl,48092,A Red Castellano-Manchega de Desarrollo,100000
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, MEDIO AMBIENTE Y DESARROLLO",717A,PROMOCIÓN Y DESARROLLO RURAL,7,TRANSFERENCIAS DE CAPITAL,78,A FAMILIAS E INSTIT. SFL,783,En mat agrapecu y medioam,7831H,Leader,13186775.56
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, MEDIO AMBIENTE Y DESARROLLO",718A,POLÍTICA AGRARIA COMUNITARIA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12000,Sueldos del Grupo A1 y A,8009.71
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, MEDIO AMBIENTE Y DESARROLLO",718A,POLÍTICA AGRARIA COMUNITARIA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12002,Sueldos del Grupo C1 y C,
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, MEDIO AMBIENTE Y DESARROLLO",718A,POLÍTICA AGRARIA COMUNITARIA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12008,Antigüedad,1784.27
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, MEDIO AMBIENTE Y DESARROLLO",718A,POLÍTICA AGRARIA COMUNITARIA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12100,Complemento de destino,4737.16
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, MEDIO AMBIENTE Y DESARROLLO",718A,POLÍTICA AGRARIA COMUNITARIA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12101,Complementos específicos,8691.87
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, MEDIO AMBIENTE Y DESARROLLO",718A,POLÍTICA AGRARIA COMUNITARIA,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),130,Retrib bás person laboral,13003,Sueldos del grupo IV,53410.11
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, MEDIO AMBIENTE Y DESARROLLO",718A,POLÍTICA AGRARIA COMUNITARIA,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),130,Retrib bás person laboral,13008,Antigüedad,6212.22
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2103,DIRECCIÓN GENERAL DE DESARROLLO RURAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, MEDIO AMBIENTE Y DESARROLLO",718A,POLÍTICA AGRARIA COMUNITARIA,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),130,Retrib bás person laboral,13009,Sustituciones. Ret. básic,11837.17
