#Sección,b,Dirección General,d,Grupo de Función,f,Función,h,Programa,j,Capítulo,l,Artículo,n,Concepto,p,Subconcepto,r,Obligado
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,63,REGULACIÓN FINANCIERA,631A,GESTIÓN FINANCIERA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12003,Sueldos del Grupo C2 y D,58092.95
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,63,REGULACIÓN FINANCIERA,631A,GESTIÓN FINANCIERA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12008,Antigüedad,56484.25
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,63,REGULACIÓN FINANCIERA,631A,GESTIÓN FINANCIERA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12100,Complemento de destino,137360.34
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,63,REGULACIÓN FINANCIERA,631A,GESTIÓN FINANCIERA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12101,Complementos específicos,258764.55
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,63,REGULACIÓN FINANCIERA,631A,GESTIÓN FINANCIERA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12102,Otros complementos,3336.29
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,63,REGULACIÓN FINANCIERA,631A,GESTIÓN FINANCIERA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12148,Complemento por Incapacidad Temporal,7805.85
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,63,REGULACIÓN FINANCIERA,631A,GESTIÓN FINANCIERA,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16000,Seguridad Social,155196.24
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,63,REGULACIÓN FINANCIERA,631A,GESTIÓN FINANCIERA,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16001,Otras,14064.44
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,63,REGULACIÓN FINANCIERA,631A,GESTIÓN FINANCIERA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",221,Suministros,22109,Otros suministros,26.44
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,63,REGULACIÓN FINANCIERA,631A,GESTIÓN FINANCIERA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22602,Divulgación y campañas institucionales,
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,63,REGULACIÓN FINANCIERA,631A,GESTIÓN FINANCIERA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22606,"Reuniones, confer y curs",1647.43
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,63,REGULACIÓN FINANCIERA,631A,GESTIÓN FINANCIERA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",227,Trab real ot empres y pro,22706,Estudios y trabajos técn,15000
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,63,REGULACIÓN FINANCIERA,631A,GESTIÓN FINANCIERA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",227,Trab real ot empres y pro,22709,Otros,169.5
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,1,GASTOS DE PERSONAL,10,ALTOS CARGOS,100,Retr bás y ot rem alt car,10000,Retribuciones básicas,42355.6
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12000,Sueldos del Grupo A1 y A,229207.99
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12001,Sueldos del Grupo A2 y B,313085.46
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12002,Sueldos del Grupo C1 y C,123054.23
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12003,Sueldos del Grupo C2 y D,167559.12
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12007,Func interinos temporales,525.87
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12008,Antigüedad,140732.63
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12009,Sustituciones,16943.77
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12100,Complemento de destino,546644.34
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12101,Complementos específicos,1024580.61
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12102,Otros complementos,14690.87
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12107,Funcionarios interinos para programas te,912.26
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12109,Sustituciones,25884.48
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12148,Complemento por Incapacidad Temporal,50719.22
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16000,Seguridad Social,632519.58
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16001,Otras,99614.72
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",162,Gtos prest sociales fun y,16206,Seguros,57727.98
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",220,Material de oficina,22001,"Prensa, revistas, libros",
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",221,Suministros,22101,Agua,143.01
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",221,Suministros,22109,Otros suministros,2571.95
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",221,Suministros,22110,Productos farmacéuticos,130.63
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",223,Transportes,22300,Transportes,
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22606,"Reuniones, confer y curs",4001.73
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",227,Trab real ot empres y pro,22709,Otros,603.19
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,4,TRANSFERENCIAS CORRIENTES,48,A FAMILIAS E INST. SFL,480,A familias e instit sfl,48000,A familias e instit sfl,80193.04
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,4,TRANSFERENCIAS CORRIENTES,48,A FAMILIAS E INST. SFL,486,En mat empleo y formación,4863D,Centrales sindicales,
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121D,SELECCIÓN Y FORMACIÓN DEL PERSONAL DE LA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12000,Sueldos del Grupo A1 y A,38373.64
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121D,SELECCIÓN Y FORMACIÓN DEL PERSONAL DE LA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12001,Sueldos del Grupo A2 y B,25379.49
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121D,SELECCIÓN Y FORMACIÓN DEL PERSONAL DE LA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12002,Sueldos del Grupo C1 y C,20236.57
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121D,SELECCIÓN Y FORMACIÓN DEL PERSONAL DE LA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12003,Sueldos del Grupo C2 y D,92076.89
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121D,SELECCIÓN Y FORMACIÓN DEL PERSONAL DE LA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12008,Antigüedad,28228.39
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121D,SELECCIÓN Y FORMACIÓN DEL PERSONAL DE LA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12009,Sustituciones,14905.21
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121D,SELECCIÓN Y FORMACIÓN DEL PERSONAL DE LA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12100,Complemento de destino,112142.22
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121D,SELECCIÓN Y FORMACIÓN DEL PERSONAL DE LA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12101,Complementos específicos,212687.67
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121D,SELECCIÓN Y FORMACIÓN DEL PERSONAL DE LA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12102,Otros complementos,1164.98
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121D,SELECCIÓN Y FORMACIÓN DEL PERSONAL DE LA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12109,Sustituciones,20008
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121D,SELECCIÓN Y FORMACIÓN DEL PERSONAL DE LA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12148,Complemento por Incapacidad Temporal,14868.99
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121D,SELECCIÓN Y FORMACIÓN DEL PERSONAL DE LA,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),130,Retrib bás person laboral,13004,Sueldos del grupo V,10199.83
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121D,SELECCIÓN Y FORMACIÓN DEL PERSONAL DE LA,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),130,Retrib bás person laboral,13008,Antigüedad,2270.64
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121D,SELECCIÓN Y FORMACIÓN DEL PERSONAL DE LA,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),131,Retrib compl pers laboral,13102,Otros complementos,11.28
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121D,SELECCIÓN Y FORMACIÓN DEL PERSONAL DE LA,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),131,Retrib compl pers laboral,13148,Complemento por Incapacidad Temporal,32.21
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121D,SELECCIÓN Y FORMACIÓN DEL PERSONAL DE LA,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16000,Seguridad Social,129144.47
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121D,SELECCIÓN Y FORMACIÓN DEL PERSONAL DE LA,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16001,Otras,39766.75
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121D,SELECCIÓN Y FORMACIÓN DEL PERSONAL DE LA,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",162,Gtos prest sociales fun y,16202,Formación y perfeccionami,83662
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121D,SELECCIÓN Y FORMACIÓN DEL PERSONAL DE LA,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",162,Gtos prest sociales fun y,16212,Formación y perfeccionam. Activs empresa,80922.7
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121D,SELECCIÓN Y FORMACIÓN DEL PERSONAL DE LA,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",163,Gastos y presta laborales,16302,Formación y perfeccionami,6975
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121D,SELECCIÓN Y FORMACIÓN DEL PERSONAL DE LA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",220,Material de oficina,22002,Material informát no inv,1591.64
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121D,SELECCIÓN Y FORMACIÓN DEL PERSONAL DE LA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22607,Oposiciones y pruebas sel,8844.97
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121D,SELECCIÓN Y FORMACIÓN DEL PERSONAL DE LA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22614,"Conferencias, cursos y otras colaboracio",14044
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121D,SELECCIÓN Y FORMACIÓN DEL PERSONAL DE LA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23,INDEMNICACIONES SERVICIO,230,Dietas y locomoción,23000,A personal funcionario,16125.14
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121D,SELECCIÓN Y FORMACIÓN DEL PERSONAL DE LA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23,INDEMNICACIONES SERVICIO,233,Otras indemnizaciones,23300,A personal funcionario,489575.82
